PUBCHEM_SMILES,PUBCHEM_ACTIVITY_OUTCOME,Antagonist Activity,Viability Activity,Antagonist Efficacy (%),Molecule
CCCCN(CCO)CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81070>
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da810e0>
CC1(CC(=O)CC(N1)(C)C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81150>
C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da811c0>
[Cl-].[Cl-].[Cl-].[Dy+3],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81230>
C1=CC=C(C=C1)CCC2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da812a0>
CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81310>
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81380>
CC1C(=O)C(=C(O1)C)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da813f0>
CCOP(=S)(OCC)SCCl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81460>
C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da814d0>
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81540>
CCCCC/C=C\CCC=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da815b0>
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81620>
CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81690>
CC(=C)C(=O)OCCOC1CC2CC1C3C2CC=C3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81700>
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81770>
COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da817e0>
C1=CC(=CC=C1NC(=O)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81850>
C[C@H](C(=O)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da818c0>
CC(C)(/C=N/OC(=O)NC)SC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81930>
C1=CC=C(C=C1)/C=C/CO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da819a0>
COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)[O-])OC.[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81a10>
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81a80>
COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81af0>
CCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C(=C(C=N2)C(F)(F)F)C)F)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81b60>
CC1=CC(=O)NO1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81bd0>
CCOP(=S)(OCC)SCCSCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81c40>
CCNP(=S)(OC)O/C(=C/C(=O)OC(C)C)/C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81cb0>
CCCCCCCCCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81d20>
C1(=C(SN=C1Cl)C(=O)O)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81d90>
CC1(CC(CC(N1[O])(C)C)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81e00>
CC(=O)CC(C)(C)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81e70>
CC(=O)NP(=O)(OC)SC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81ee0>
CCC1CCC(=O)O1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81f50>
C1=CC(=NC(=C1Cl)C(=O)O)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da81fc0>
C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82030>
CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da820a0>
C(CCO)CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82110>
CC1=CC=C(C2=CC=CC=C12)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82180>
C1=C[N+](=CC=C1Cl)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da821f0>
CCN(C1CCCCC1)C(=O)SCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82260>
CCCCC(CC)COCCC#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da822d0>
CCCCOC(=O)C1=CC=CC=C1C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82340>
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da823b0>
CCCC(=O)OCC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82420>
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82490>
CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82500>
CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82570>
CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da825e0>
CC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82650>
CN(C)C(=O)NC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da826c0>
CCCCCC(CCC)CO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82730>
C1=C(C=C(C(=C1C(=O)O)I)I)I,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da827a0>
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82810>
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82880>
CN(C)NC(=O)CCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da828f0>
CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82960>
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da829d0>
CCOC1=NC(=NS1)C(Cl)(Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82a40>
CCC(CC)CO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82ab0>
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82b20>
CC1=CC[C@H](CC1=O)C(=C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82b90>
CN(C)CCCN(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82c00>
C1=CC=C(C=C1)CN,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82c70>
CC(CCCC(C)(C)O)CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82ce0>
CC1(OC[C@H]2[C@@H](O1)[C@H]3[C@@](O2)(OC(O3)(C)C)C(=O)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82d50>
C1=CC=NC(=C1)CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82dc0>
CCC(CC)C(C)CCOC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82e30>
CC(CCC=C(C)C)C=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82ea0>
CC(C1=CC=CC=C1)OC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82f10>
[C@H]1([C@@H]2[C@@H]([C@H](C(=O)O2)O)O[C@H]1O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82f80>
CCCCCC/C=C\CCCCCCCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da82ff0>
CCC[Si](OC)(OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83060>
CC(=O)C1=CC=CN1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da830d0>
C(CCCCC(=O)O)CCCCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83140>
CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da831b0>
CS(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83220>
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83290>
CC(C)CCCC(C)CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83300>
COC=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83370>
CC1=CCC(=CC1)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da833e0>
C(C(=O)NCO)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83450>
C1=CC=C(C=C1)O[P+](=O)OC2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da834c0>
CCOP(=S)(OC1=CN=C(N=C1)C(C)(C)C)OC(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83530>
CNC(=O)N(C)C1=NC2=CC=CC=C2S1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da835a0>
CCCCCCCCCCCC(=O)OCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83610>
CNC(=O)CSP(=O)(OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83680>
CC(=C)[C@H]1CCC(=CC1)C=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da836f0>
C1CCCCCC(=O)OCCOC(=O)CCCCC1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83760>
CC(=O)C(CC(=O)OC)C(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da837d0>
CCC(=O)OCCC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83840>
C1CC(=O)OC(=O)C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da838b0>
C(CC#N)CC(CCC#N)C#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83920>
CCC(C)CCCC(C)(C)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83990>
CCCC/C=C/CCCCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83a00>
CCCCCC#CC(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83a70>
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83ae0>
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83b50>
CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83bc0>
CCCCSCCCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83c30>
CCCCNC(=S)NCCCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83ca0>
C(CSCCC(=O)O)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83d10>
C(=O)(N)NNC(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83d80>
COC1=CC(=C(C=C1)OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83df0>
CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83e60>
C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83ed0>
C(CCO)CC(CO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da83f40>
B(O)(O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84040>
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da840b0>
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84120>
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84190>
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84200>
CCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84270>
CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da842e0>
COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84350>
CC/C=C\CCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da843c0>
CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84430>
CNCCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da844a0>
CC1=CC(=C(C=C1)C)S(=O)(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84510>
[Cl-].[Cl-].[Ba+2],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84580>
C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da845f0>
CCCCCCC(CO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84660>
C1=CC(=C(C=C1Cl)Cl)CC#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da846d0>
COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84740>
CC(=O)OCCC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da847b0>
CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84820>
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84890>
CC(CCC=C(C)C)CCOC=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84900>
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84970>
CCCCCCCCCCCCCCC(C(=O)O)Br,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da849e0>
C1CNC(=S)N1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84a50>
CO[Si](C)(C)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84ac0>
C(C(=O)O)OCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84b30>
C(COC(=O)Cl)OCCOC(=O)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84ba0>
CCCCCC1CCC(=O)O1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84c10>
CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84c80>
CCCOCCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84cf0>
CC(=O)OC/C=C/C1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84d60>
COC(=O)C1=CC=CC=C1C(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84dd0>
CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84e40>
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84eb0>
CC/C=C/CCCCCCCCCCOC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84f20>
CCC/C(=N\OCC)/C1=C(CC(CC1=O)CC(C)SCC)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da84f90>
CC(=C)C(=O)OCCOC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85000>
CCC(CC)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85070>
CC(C)C(=O)OCCOC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da850e0>
C1=CC=C(C(=C1)C=O)S(=O)(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85150>
CCC(C)SP(=O)(N1CCSC1=O)OCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da851c0>
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85230>
[Cl-].[Cl-].[Cl-].[Yb+3],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da852a0>
CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85310>
C1=CC=C2C(=C1)C(=O)N(N=N2)CCl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85380>
CCOC(=O)/C=C(\C)/C=C/C[C@@H](C)CCCC(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da853f0>
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85460>
C(CCBr)CBr,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da854d0>
CC(C)NC1=NC(=NC(=N1)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85540>
CC(C)(C(=O)C1=CC=C(C=C1)OCCO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da855b0>
C(C#N)NCC#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85620>
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85690>
COCCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85700>
CC(C)C1=CC2=C(C=C1)C=C(C=C2)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85770>
CC(C)C1=CC=C(C=C1)CC(C)C=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da857e0>
CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85850>
CCC(C)S,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da858c0>
CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85930>
CC(C)(C)NC(=O)C=C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da859a0>
CCCCCCC1CCC(=O)O1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85a10>
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85a80>
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85af0>
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85b60>
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85bd0>
C1(=NC(=NC(=N1)Cl)N)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85c40>
CCCOC(=O)CC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85cb0>
CCCC(=O)OC/C=C(\C)/CCC=C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85d20>
CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)C2CCOCC2)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da85d90>
